,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1058680,1058680,VR Emergency Response Sim,CodeBlue Entertainment,CodeBlue Entertainment,,2,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1052670,1052670,Trainspotting Simulator,Rocket Monster Games,Rocket Monster Games,,3,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
443700,443700,The Inner Sea,dsquare,dsquare,,16,6,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
459630,459630,R.C. Bot Inc.,Blue Budgie Studios,Blue Budgie Studios,,4,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1101420,1101420,Dragon Call,organelemonhouse,organelemonhouse,,48,9,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1108190,1108190,Victorian Mysteries: The Yellow Room,Freeze Tag,HH-Games,,19,5,0,"0 .. 20,000",0,0,0,0,499,499,0,2
1088630,1088630,萌萌２次大戰（略）３ Moe Moe World War II-3,SystemSoft Alpha Corporation,"Interwise Multimedia Corporation , 英特衛多媒體股份有限公司",,22,4,0,"0 .. 20,000",0,0,0,0,2499,2499,0,0
1098720,1098720,Court of Ashes,Cratel Studios,Cratel Studios,,12,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1122810,1122810,DarkSpace 暗宇战纪,BlackSpace Games,BlackSpace Games,,16,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1063220,1063220,ChessBase 15 Steam Edition,ChessBase GmbH,ChessBase GmbH,,5,1,0,"0 .. 20,000",0,0,0,0,11999,11999,0,5
1128630,1128630,Cross Country Express,Oddfellows Software,Oddfellows Software,,1,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
514050,514050,Uprising 2: Lead and Destroy,Cyclone Studios,Ziggurat,,12,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1145860,1145860,Quantum Multiverse,RipTyde Games,RipTyde Studio,,0,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
346390,346390,Diamond,Brandon Cassata,None,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1099460,1099460,The Forgotten Land,rokaplay,rokaplay,,8,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,1
1108540,1108540,Zen Chess: Champion's Moves,Minimol Games,Minimol Games,,10,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1170290,1170290,Lovely Heroines,Kavorka Play,Kavorka Play,,7,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
534350,534350,Ancient Rome 2,Ladia Group,Ladia Group,,4,6,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1153980,1153980,Hardcore Maze Cube - Puzzle Survival Game,YAW Studios,YAW Studios,,29,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1178500,1178500,Crazy Eights 3D Premium,BufoProject,BufoProject,,3,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1196260,1196260,Draft Day Sports: Pro Basketball 2020,Wolverine Studios,Wolverine Studios,,6,6,0,"0 .. 20,000",0,0,0,0,1999,1999,0,7
1201200,1201200,Mouse Mayhem Shooting & Racing,Enaayah Software Development and Services Private Limited,Enaayah Software Development and Services Private Limited,,1,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1209170,1209170,匿名信：失心者 / Stayer,元气工作室,元气工作室,,7,6,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1207500,1207500,Coffee Break,"Jasonario, Jason Lovett",Jasonario,,6,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
427490,427490,Shadowhand: RPG Card Game,Grey Alien Games,Positech Games,,428,90,0,"0 .. 20,000",52,0,52,0,1499,1499,0,11
381250,381250,Stardrift Nomads,Risen Games,Risen Games,,9,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1200330,1200330,Strategic Mind: Blitzkrieg,Starni Games,Starni Games,,187,28,0,"0 .. 20,000",2553,0,2553,0,3999,3999,0,51
1162480,1162480,DIMENSION REIGN,ScopeNext Inc,ScopeNext Inc,,92,7,0,"0 .. 20,000",0,0,0,0,1799,1799,0,2
410330,410330,TurretCraft,Antropi,Antropi,,7,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1244690,1244690,Buried Chambers,StarSystemStudios,StarSystemStudios,,8,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
516030,516030,Insane Robots,Playniac,Playniac,,20,5,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
638900,638900,Defenders of the Realm VR,Spark VR,Multiverse,,5,0,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
459050,459050,Wizards:Home,Wildcard Studios,Wildcard Studios,,0,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1277100,1277100,Dungeon & Derision,Alexis Angely,Alexis Angely,,1,0,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0
671290,671290,Deadliners,Duel Studios,Rooftop Panda,,2,2,0,"0 .. 20,000",0,0,0,0,799,799,0,0
968760,968760,Dark Mist,Pixel Cattle Games,Pixel Cattle Games,,53,8,0,"0 .. 20,000",0,0,0,0,999,999,0,3
1265460,1265460,Defenders: Survival and Tower Defense,Yuboy Studios,Yuboy Studios,,7,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
668610,668610,Lords of War,WeMakeApp Studio,WeMakeApp Studio,,28,16,0,"0 .. 20,000",0,0,0,0,0,0,0,1
649120,649120,Magician's Gambit,Coding Caveman,Coding Caveman,,9,0,0,"0 .. 20,000",0,0,0,0,899,899,0,0
1316830,1316830,Simply Puzzles: Codewords,Simply Puzzles,Simply Puzzles,,5,0,0,"0 .. 20,000",0,0,0,0,299,299,0,1
